From	To
H7BYR5	ENSG00000214189
H7BZ11	ENSG00000257529
H7BZ55	ENSG00000226321
H7C469	ENSG00000250644
I1YAP6	ENSG00000214414
I3L167	ENSG00000103426
I3L167	ENSG00000278760
I3L521	ENSG00000255663
K7ELQ4	ENSG00000267281
K7ERE1	ENSG00000262481
K7ERS5	ENSG00000188223
L7N2F9	ENSG00000263620
M0R2C6	ENSG00000269547
M0R378	ENSG00000269693
M0R3G1	ENSG00000282246
O00115	ENSG00000105612
O00116	ENSG00000018510
O00139	ENSG00000068796
O00141	ENSG00000118515
O00144	ENSG00000188763
O00148	ENSG00000123136
O00160	ENSG00000142347
O00161	ENSG00000092531
O00167	ENSG00000064655
O00170	ENSG00000110711
O00178	ENSG00000100226
O00180	ENSG00000135750
O00182	ENSG00000168961
O00192	ENSG00000099889
O00194	ENSG00000041353
O00203	ENSG00000132842
O00204	ENSG00000088002
O00213	ENSG00000166313
O00217	ENSG00000110717
O00222	ENSG00000179603
O00231	ENSG00000108671
O00232	ENSG00000197170
O00233	ENSG00000110801
O00238	ENSG00000138696
O00244	ENSG00000177556
O00264	ENSG00000101856
O00267	ENSG00000196235
O00268	ENSG00000130699
O00291	ENSG00000127946
O00294	ENSG00000112041
O00299	ENSG00000213719
O00299	ENSG00000206394
O00299	ENSG00000226248
O00299	ENSG00000226417
O00299	ENSG00000226651
O00299	ENSG00000223639
O00299	ENSG00000230685
O00303	ENSG00000175390
O00303	ENSG00000280606
O00305	ENSG00000182389
O00308	ENSG00000198373
O00329	ENSG00000171608
O00337	ENSG00000156222
O00338	ENSG00000198203
O00339	ENSG00000132561
O00358	ENSG00000178919
O00391	ENSG00000116260
O00399	ENSG00000104671
O00400	ENSG00000169359
O00410	ENSG00000065150
O00418	ENSG00000103319
O00422	ENSG00000150459
O00423	ENSG00000066629
O00425	ENSG00000136231
O00429	ENSG00000087470
O00443	ENSG00000011405
O00458	ENSG00000006652
O00459	ENSG00000105647
O00462	ENSG00000109323
O00463	ENSG00000082512
O00468	ENSG00000188157
O00469	ENSG00000152952
O00470	ENSG00000143995
O00471	ENSG00000070367
O00482	ENSG00000116833
O00487	ENSG00000115233
O00488	ENSG00000142684
O00499	ENSG00000136717
O00505	ENSG00000102753
O00506	ENSG00000115694
O00507	ENSG00000114374
O00519	ENSG00000117480
O00522	ENSG00000001631
O00533	ENSG00000134121
O00541	ENSG00000100029
O00548	ENSG00000198719
O00548	ENSG00000275555
O00555	ENSG00000141837
O00562	ENSG00000110697
O00566	ENSG00000124383
O00567	ENSG00000101361
O00571	ENSG00000215301
O00584	ENSG00000026297
O00602	ENSG00000085265
O00623	ENSG00000108733
O00629	ENSG00000186432
O00635	ENSG00000112343
O00743	ENSG00000119414
O00750	ENSG00000133056
O00754	ENSG00000104774
O00755	ENSG00000154764
O00757	ENSG00000130957
O00763	ENSG00000076555
O00764	ENSG00000160209
O00767	ENSG00000099194
O14494	ENSG00000067113
O14495	ENSG00000162407
O14497	ENSG00000117713
O14498	ENSG00000129009
O14508	ENSG00000120833
O14519	ENSG00000111328
O14520	ENSG00000165269
O14521	ENSG00000204370
O14526	ENSG00000130475
O14529	ENSG00000111249
O14530	ENSG00000115514
O14543	ENSG00000184557
O14558	ENSG00000004776
O14561	ENSG00000004779
O14576	ENSG00000158560
O14578	ENSG00000122966
O14579	ENSG00000105669
O14581	ENSG00000185385
O14595	ENSG00000175215
O14602	ENSG00000198692
O14607	ENSG00000183878
O14617	ENSG00000065000
O14628	ENSG00000005801
O14638	ENSG00000154269
O14639	ENSG00000099204
O14640	ENSG00000107404
O14641	ENSG00000004975
O14645	ENSG00000163879
O14646	ENSG00000153922
O14647	ENSG00000173575
O14649	ENSG00000171303
O14653	ENSG00000108433
O14656	ENSG00000136827
O14657	ENSG00000136816
O14662	ENSG00000124222
O14672	ENSG00000137845
O14678	ENSG00000119688
O14681	ENSG00000149547
O14683	ENSG00000175274
O14686	ENSG00000167548
O14709	ENSG00000186448
O14709	ENSG00000281709
O14730	ENSG00000101782
O14732	ENSG00000141401
O14733	ENSG00000076984
O14734	ENSG00000101473
O14735	ENSG00000103502
O14737	ENSG00000105185
O14744	ENSG00000100462
O14745	ENSG00000109062
O14753	ENSG00000172818
O14756	ENSG00000025423
O14757	ENSG00000149554
O14770	ENSG00000134138
O14771	ENSG00000085644
O14772	ENSG00000254685
O14775	ENSG00000069966
O14776	ENSG00000113649
O14777	ENSG00000080986
O14782	ENSG00000084731
O14787	ENSG00000105576
O14792	ENSG00000002587
O14793	ENSG00000138379
O14795	ENSG00000198722
O14802	ENSG00000148606
O14807	ENSG00000158186
O14810	ENSG00000168993
O14815	ENSG00000135773
O14818	ENSG00000101182
O14828	ENSG00000116521
O14828	ENSG00000263290
O14829	ENSG00000086717
O14830	ENSG00000156194
O14832	ENSG00000107537
O14841	ENSG00000178814
O14893	ENSG00000092208
O14907	ENSG00000213977
O14908	ENSG00000123159
O14910	ENSG00000111052
O14917	ENSG00000118946
O14925	ENSG00000265354
O14929	ENSG00000128708
O14936	ENSG00000147044
O14939	ENSG00000129219
O14948	ENSG00000105967
O14949	ENSG00000164405
O14950	ENSG00000118680
O14958	ENSG00000118729
O14964	ENSG00000185359
O14965	ENSG00000087586
O14966	ENSG00000117280
O14967	ENSG00000153132
O14974	ENSG00000058272
O14976	ENSG00000178950
O14977	ENSG00000155096
O14978	ENSG00000006194
O14980	ENSG00000082898
O14981	ENSG00000095564
O14983	ENSG00000196296
O14986	ENSG00000107242
O14990	ENSG00000102055
O14994	ENSG00000185666
O15013	ENSG00000104728
O15013	ENSG00000274726
O15020	ENSG00000173898
O15021	ENSG00000069020
O15027	ENSG00000148396
O15034	ENSG00000060709
O15042	ENSG00000163714
O15047	ENSG00000099381
O15054	ENSG00000132510
O15056	ENSG00000078269
O15066	ENSG00000101350
O15067	ENSG00000178921
O15068	ENSG00000126217
O15075	ENSG00000133083
O15083	ENSG00000187672
O15084	ENSG00000206560
O15085	ENSG00000132694
O15116	ENSG00000175324
O15118	ENSG00000141458
O15120	ENSG00000169692
O15121	ENSG00000143753
O15123	ENSG00000091879
O15126	ENSG00000085365
O15127	ENSG00000140497
O15143	ENSG00000130429
O15144	ENSG00000163466
O15145	ENSG00000111229
O15146	ENSG00000030304
O15155	ENSG00000105829
O15156	ENSG00000160685
O15160	ENSG00000171453
O15162	ENSG00000188313
O15173	ENSG00000164040
O15194	ENSG00000144677
O15197	ENSG00000106123
O15198	ENSG00000120693
O15211	ENSG00000206282
O15211	ENSG00000224841
O15211	ENSG00000228736
O15211	ENSG00000237825
O15211	ENSG00000237441
O15212	ENSG00000204220
O15212	ENSG00000206283
O15212	ENSG00000224782
O15212	ENSG00000235692
O15212	ENSG00000237335
O15213	ENSG00000227057
O15213	ENSG00000206284
O15213	ENSG00000236222
O15213	ENSG00000204221
O15213	ENSG00000226916
O15228	ENSG00000116906
O15229	ENSG00000117009
O15230	ENSG00000130702
O15234	ENSG00000108349
O15235	ENSG00000128626
O15235	ENSG00000283018
O15243	ENSG00000213625
O15247	ENSG00000155962
O15254	ENSG00000087008
O15258	ENSG00000157916
O15259	ENSG00000144061
O15260	ENSG00000148248
O15260	ENSG00000280951
O15269	ENSG00000090054
O15270	ENSG00000100596
O15294	ENSG00000147162
O15303	ENSG00000113262
O15305	ENSG00000140650
O15318	ENSG00000113356
O15327	ENSG00000109452
O15342	ENSG00000113732
O15344	ENSG00000101871
O15347	ENSG00000029993
O15355	ENSG00000115241
O15371	ENSG00000100353
O15372	ENSG00000147677
O15381	ENSG00000143748
O15382	ENSG00000105552
O15392	ENSG00000089685
O15393	ENSG00000184012
O15394	ENSG00000154654
O15399	ENSG00000105464
O15400	ENSG00000079950
O15431	ENSG00000136868
O15432	ENSG00000136867
O15438	ENSG00000108846
O15440	ENSG00000114770
O15442	ENSG00000186732
O15457	ENSG00000057468
O15460	ENSG00000072682
O15484	ENSG00000149260
O15488	ENSG00000056998
O15498	ENSG00000106636
O15511	ENSG00000162704
O15514	ENSG00000144231
O15522	ENSG00000136327
O15523	ENSG00000067048
O15524	ENSG00000185338
O15525	ENSG00000197063
O15528	ENSG00000111012
O15530	ENSG00000140992
O15540	ENSG00000164434
O15541	ENSG00000125352
O15550	ENSG00000147050
O15553	ENSG00000103313
O43143	ENSG00000109606
O43147	ENSG00000141258
O43148	ENSG00000101654
O43159	ENSG00000132275
O43167	ENSG00000112365
O43169	ENSG00000103018
O43172	ENSG00000136875
O43175	ENSG00000092621
O43181	ENSG00000164258
O43184	ENSG00000148848
O43186	ENSG00000105392
O43196	ENSG00000204410
O43196	ENSG00000230961
O43196	ENSG00000235222
O43196	ENSG00000230293
O43196	ENSG00000227314
O43236	ENSG00000108387
O43237	ENSG00000135720
O43242	ENSG00000108344
O43246	ENSG00000099960
O43255	ENSG00000181788
O43257	ENSG00000106400
O43264	ENSG00000086827
O43272	ENSG00000100033
O43280	ENSG00000118094
O43283	ENSG00000073803
O43290	ENSG00000175467
O43292	ENSG00000197858
O43294	ENSG00000140682
O43295	ENSG00000196220
O43296	ENSG00000083844
O43304	ENSG00000103184
O43306	ENSG00000174233
O43309	ENSG00000158691
O43310	ENSG00000134030
O43310	ENSG00000282825
O43312	ENSG00000170873
O43314	ENSG00000145725
O43315	ENSG00000103569
O43318	ENSG00000135341
O43345	ENSG00000160321
O43347	ENSG00000135097
O43361	ENSG00000186230
O43364	ENSG00000105996
O43365	ENSG00000105997
O43374	ENSG00000105808
O43390	ENSG00000125944
O43390	ENSG00000282958
O43395	ENSG00000117360
O43396	ENSG00000091164
O43399	ENSG00000101150
O43402	ENSG00000131148
O43414	ENSG00000117419
O43426	ENSG00000159082
O43432	ENSG00000075151
O43435	ENSG00000184058
O43447	ENSG00000171960
O43451	ENSG00000257335
O43462	ENSG00000012174
O43490	ENSG00000007062
O43497	ENSG00000006283
O43505	ENSG00000174684
O43511	ENSG00000091137
O43513	ENSG00000155868
O43516	ENSG00000115935
O43525	ENSG00000184156
O43526	ENSG00000075043
O43556	ENSG00000127990
O43567	ENSG00000082996
O43572	ENSG00000108599
O43583	ENSG00000139726
O43592	ENSG00000184575
O43603	ENSG00000182687
O43615	ENSG00000104980
O43617	ENSG00000054116
O43623	ENSG00000019549
O43633	ENSG00000130724
O43638	ENSG00000179772
O43639	ENSG00000071051
O43660	ENSG00000171566
O43663	ENSG00000198901
O43670	ENSG00000010244
O43674	ENSG00000136521
O43678	ENSG00000131495
O43679	ENSG00000169744
O43680	ENSG00000118526
O43681	ENSG00000198356
O43684	ENSG00000154473
O43688	ENSG00000141934
O43704	ENSG00000173597
O43707	ENSG00000130402
O43707	ENSG00000282844
O43708	ENSG00000100577
O43709	ENSG00000071462
O43716	ENSG00000257218
O43731	ENSG00000100196
O43736	ENSG00000078596
O43739	ENSG00000008256
O43745	ENSG00000166869
O43747	ENSG00000166747
O43749	ENSG00000168124
O43759	ENSG00000100321
O43760	ENSG00000108639
O43761	ENSG00000127561
O43765	ENSG00000104969
O43766	ENSG00000121897
O43768	ENSG00000143420
O43772	ENSG00000178537
O43776	ENSG00000134440
O43781	ENSG00000143479
O43791	ENSG00000121067
O43809	ENSG00000167005
O43815	ENSG00000115808
O43818	ENSG00000114767
O43820	ENSG00000186792
O43825	ENSG00000162630
O43826	ENSG00000281500
O43827	ENSG00000171819
O43829	ENSG00000198081
O43837	ENSG00000101365
O43852	ENSG00000128595
O43861	ENSG00000166377
O43868	ENSG00000137860
O43869	ENSG00000175143
O43869	ENSG00000273508
O43869	ENSG00000275244
O43897	ENSG00000038295
O43900	ENSG00000012211
O43909	ENSG00000012232
O43913	ENSG00000164815
O43920	ENSG00000168653
O43933	ENSG00000127980
O43934	ENSG00000092931
O60216	ENSG00000164754
O60218	ENSG00000198074
O60220	ENSG00000126953
O60229	ENSG00000160145
O60231	ENSG00000204560
O60231	ENSG00000206486
O60231	ENSG00000233561
O60231	ENSG00000226171
O60231	ENSG00000233418
O60231	ENSG00000233049
O60231	ENSG00000231377
O60232	ENSG00000173465
O60234	ENSG00000130755
O60237	ENSG00000077157
O60238	ENSG00000104765
O60239	ENSG00000131370
O60243	ENSG00000136720
O60244	ENSG00000180182
O60245	ENSG00000169851
O60256	ENSG00000141127
O60260	ENSG00000185345
O60262	ENSG00000176533
O60264	ENSG00000153147
O60271	ENSG00000008294
O60282	ENSG00000168280
O60291	ENSG00000102858
O60304	ENSG00000103199
O60306	ENSG00000021776
O60307	ENSG00000099308
O60308	ENSG00000116198
O60312	ENSG00000206190
O60313	ENSG00000198836
O60315	ENSG00000169554
O60330	ENSG00000253159
O60331	ENSG00000186111
O60333	ENSG00000054523
O60337	ENSG00000145495
O60341	ENSG00000004487
O60344	ENSG00000145194
O60346	ENSG00000081913
O60347	ENSG00000108239
O60353	ENSG00000164930
O60359	ENSG00000006116
O60403	ENSG00000171942
O60404	ENSG00000171936
O60412	ENSG00000127529
O60422	ENSG00000205922
O60427	ENSG00000149485
O60431	ENSG00000094661
O60437	ENSG00000118898
O60469	ENSG00000171587
O60476	ENSG00000198162
O60479	ENSG00000064195
O60481	ENSG00000156925
O60488	ENSG00000068366
O60493	ENSG00000112335
O60494	ENSG00000107611
O60500	ENSG00000161270
O60502	ENSG00000198408
O60503	ENSG00000162104
O60506	ENSG00000135316
O60507	ENSG00000169902
O60508	ENSG00000168438
O60512	ENSG00000158850
O60518	ENSG00000137040
O60524	ENSG00000165525
O60547	ENSG00000112699
O60548	ENSG00000186564
O60551	ENSG00000152465
O60563	ENSG00000129315
O60568	ENSG00000106397
O60573	ENSG00000135930
O60583	ENSG00000082258
O60610	ENSG00000131504
O60636	ENSG00000134198
O60641	ENSG00000065609
O60645	ENSG00000180104
O60656	ENSG00000241119
O60663	ENSG00000136944
O60671	ENSG00000113456
O60673	ENSG00000009413
O60675	ENSG00000198517
O60682	ENSG00000178860
O60688	ENSG00000100027
O60701	ENSG00000109814
O60704	ENSG00000128294
O60711	ENSG00000110031
O60716	ENSG00000198561
O60721	ENSG00000074621
O60725	ENSG00000116237
O60729	ENSG00000081377
O60733	ENSG00000184381
O60739	ENSG00000114784
O60749	ENSG00000205302
O60755	ENSG00000128310
O60760	ENSG00000163106
O60762	ENSG00000000419
O60763	ENSG00000138768
O60765	ENSG00000169131
O60779	ENSG00000117479
O60783	ENSG00000120333
O60784	ENSG00000100284
O60806	ENSG00000143178
O60814	ENSG00000197903
O60825	ENSG00000123836
O60826	ENSG00000101997
O60828	ENSG00000102103
O60830	ENSG00000126768
O60831	ENSG00000243279
O60832	ENSG00000130826
O60840	ENSG00000102001
O60841	ENSG00000158417
O60858	ENSG00000204977
O60869	ENSG00000107223
O60870	ENSG00000151657
O60879	ENSG00000147202
O60882	ENSG00000137674
O60884	ENSG00000069345
O60885	ENSG00000141867
O60888	ENSG00000112514
O60888	ENSG00000226492
O60890	ENSG00000079482
O60906	ENSG00000135587
O60909	ENSG00000117411
O60911	ENSG00000136943
O60921	ENSG00000136273
O60925	ENSG00000113068
O60927	ENSG00000204619
O60927	ENSG00000206501
O60927	ENSG00000236560
O60927	ENSG00000237829
O60927	ENSG00000234058
O60927	ENSG00000233314
O60927	ENSG00000237403
O60927	ENSG00000227720
O60930	ENSG00000171865
O60931	ENSG00000040531
O60941	ENSG00000138101
O60942	ENSG00000111880
O75027	ENSG00000131269
O75030	ENSG00000187098
O75037	ENSG00000116852
O75051	ENSG00000076356
O75061	ENSG00000116675
O75064	ENSG00000198837
O75069	ENSG00000133069
O75072	ENSG00000106692
O75083	ENSG00000071127
O75084	ENSG00000155760
O75093	ENSG00000187122
O75094	ENSG00000184347
O75095	ENSG00000162591
O75110	ENSG00000054793
O75112	ENSG00000122367
O75116	ENSG00000134318
O75122	ENSG00000163539
O75123	ENSG00000183309
O75131	ENSG00000085719
O75132	ENSG00000100426
O75140	ENSG00000100150
O75145	ENSG00000177380
O75146	ENSG00000130787
O75150	ENSG00000103549
O75153	ENSG00000132361
O75154	ENSG00000090565
O75154	ENSG00000275338
O75155	ENSG00000144712
O75161	ENSG00000131697
O75164	ENSG00000066135
O75165	ENSG00000138246
O75167	ENSG00000112419
O75170	ENSG00000100239
O75175	ENSG00000088038
O75175	ENSG00000276082
O75175	ENSG00000274941
O75175	ENSG00000275979
O75175	ENSG00000277615
O75175	ENSG00000274176
O75175	ENSG00000274616
O75175	ENSG00000273943
O75175	ENSG00000277114
O75175	ENSG00000277600
O75177	ENSG00000184402
O75179	ENSG00000132466
O75182	ENSG00000127511
O75185	ENSG00000064270
O75190	ENSG00000105993
O75191	ENSG00000093217
O75223	ENSG00000006625
O75251	ENSG00000115286
O75290	ENSG00000197782
O75290	ENSG00000280568
O75306	ENSG00000158864
O75310	ENSG00000213759
O75312	ENSG00000109917
O75317	ENSG00000152484
O75319	ENSG00000144048
O75333	ENSG00000167800
O75334	ENSG00000139220
O75340	ENSG00000249915
O75346	ENSG00000256771
O75347	ENSG00000171530
O75348	ENSG00000136888
O75351	ENSG00000119541
O75352	ENSG00000129255
O75354	ENSG00000197586
O75356	ENSG00000187097
O75364	ENSG00000107859
O75365	ENSG00000184489
O75365	ENSG00000275575
O75369	ENSG00000136068
O75373	ENSG00000237440
O75380	ENSG00000145494
O75381	ENSG00000142655
O75382	ENSG00000110171
O75385	ENSG00000177169
O75386	ENSG00000078246
O75390	ENSG00000062485
O75396	ENSG00000265808
O75400	ENSG00000196504
O75414	ENSG00000172113
O75417	ENSG00000051341
O75419	ENSG00000093009
O75420	ENSG00000146830
O75425	ENSG00000106330
O75427	ENSG00000077454
O75431	ENSG00000128654
O75436	ENSG00000122958
O75437	ENSG00000213096
O75439	ENSG00000105819
O75449	ENSG00000186625
O75452	ENSG00000139547
O75460	ENSG00000178607
O75467	ENSG00000083812
O75469	ENSG00000144852
O75477	ENSG00000107566
O75478	ENSG00000277104
O75487	ENSG00000076716
O75489	ENSG00000213619
O75493	ENSG00000063180
O75506	ENSG00000230989
O75521	ENSG00000198721
O75530	ENSG00000074266
O75531	ENSG00000175334
O75533	ENSG00000115524
O75554	ENSG00000120688
O75570	ENSG00000120662
O75575	ENSG00000241258
O75582	ENSG00000100784
O75586	ENSG00000133997
O75592	ENSG00000005810
O75596	ENSG00000166509
O75600	ENSG00000100116
O75608	ENSG00000120992
O75616	ENSG00000132591
O75626	ENSG00000057657
O75635	ENSG00000166396
O75636	ENSG00000142748
O75643	ENSG00000144028
O75648	ENSG00000100416
O75663	ENSG00000143155
O75676	ENSG00000162302
O75677	ENSG00000128250
O75678	ENSG00000128253
O75679	ENSG00000128276
O75683	ENSG00000148296
O75683	ENSG00000281309
O75688	ENSG00000138032
O75691	ENSG00000120800
O75694	ENSG00000113569
O75695	ENSG00000102218
O75715	ENSG00000224586
O75715	ENSG00000257770
O75716	ENSG00000115661
O75717	ENSG00000198554
O75718	ENSG00000170275
O75746	ENSG00000115840
O75747	ENSG00000139144
O75752	ENSG00000169255
O75762	ENSG00000104321
O75764	ENSG00000204219
O75764	ENSG00000282941
O75783	ENSG00000103269
O75792	ENSG00000104889
O75795	ENSG00000197888
O75808	ENSG00000103326
O75817	ENSG00000172336
O75820	ENSG00000136870
O75821	ENSG00000130811
O75830	ENSG00000114204
O75832	ENSG00000101843
O75838	ENSG00000136425
O75843	ENSG00000213983
O75844	ENSG00000084073
O75864	ENSG00000104866
O75865	ENSG00000007255
O75874	ENSG00000138413
O75879	ENSG00000059691
O75880	ENSG00000133028
O75882	ENSG00000088812
O75886	ENSG00000115145
O75891	ENSG00000144908
O75896	ENSG00000114383
O75897	ENSG00000198075
O75899	ENSG00000136928
O75907	ENSG00000185000
O75908	ENSG00000167780
O75912	ENSG00000157680
O75914	ENSG00000077264
O75915	ENSG00000144746
O75923	ENSG00000135636
O75934	ENSG00000116752
O75936	ENSG00000129151
O75937	ENSG00000126698
O75940	ENSG00000119953
O75943	ENSG00000152942
O75943	ENSG00000276618
O75953	ENSG00000137094
O75956	ENSG00000167797
O75962	ENSG00000038382
O75964	ENSG00000167283
O75970	ENSG00000107186
O75976	ENSG00000108582
O76000	ENSG00000204703
O76000	ENSG00000206524
O76000	ENSG00000226832
O76000	ENSG00000231319
O76000	ENSG00000233054
O76000	ENSG00000233180
O76000	ENSG00000233687
O76000	ENSG00000225736
O76001	ENSG00000204701
O76001	ENSG00000206522
O76001	ENSG00000232178
O76001	ENSG00000233618
O76001	ENSG00000229866
O76001	ENSG00000226271
O76001	ENSG00000233636
O76002	ENSG00000196231
O76002	ENSG00000204700
O76002	ENSG00000231676
O76002	ENSG00000226000
O76002	ENSG00000232945
O76002	ENSG00000234746
O76002	ENSG00000225550
O76002	ENSG00000226347
O76003	ENSG00000108010
O76031	ENSG00000166855
O76050	ENSG00000107954
O76054	ENSG00000100003
O76062	ENSG00000149809
O76071	ENSG00000144021
O76080	ENSG00000107372
O76081	ENSG00000147509
O76082	ENSG00000197375
O76090	ENSG00000167995
O76094	ENSG00000174780
O76095	ENSG00000143543
O76096	ENSG00000077984
O76099	ENSG00000127530
O76100	ENSG00000127515
O77932	ENSG00000204348
O77932	ENSG00000206346
O77932	ENSG00000236765
O77932	ENSG00000234798
O77932	ENSG00000225682
O77932	ENSG00000224313
O94762	ENSG00000108469
O94763	ENSG00000105176
O94766	ENSG00000149541
O94776	ENSG00000149480
O94778	ENSG00000103375
O94804	ENSG00000072786
O94805	ENSG00000077080
O94806	ENSG00000115825
O94808	ENSG00000131459
O94811	ENSG00000171368
O94812	ENSG00000007516
O94813	ENSG00000145147
O94817	ENSG00000145782
O94822	ENSG00000198862
O94823	ENSG00000118322
O94829	ENSG00000117408
O94832	ENSG00000176658
O94855	ENSG00000150961
O94856	ENSG00000163531
O94874	ENSG00000014123
O94875	ENSG00000154556
O94876	ENSG00000172765
O94880	ENSG00000106443
O94887	ENSG00000006607
O94889	ENSG00000114648
O94892	ENSG00000256087
O94898	ENSG00000198799
