523	9606	3588	IL10RB	24430215	NP_000619.3
524	9606	3454	IFNAR1	46488932	NP_000620.2
525	9606	4689	NCF4	47519798	NP_000622.2
526	9606	3684	ITGAM	224831239	NP_001139280.1
527	9606	596	BCL2	72198189	NP_000624.2
530	9606	6648	SOD2	67782305	NP_000627.2
530	6239	172632	sod-2	17506561	NP_492290.1
530	6239	181748	sod-3	17569479	NP_510764.1
531	9606	2936	GSR	50301238	NP_000628.2
531	6239	175467	gsr-1	71983419	NP_001021220.1
532	9606	7448	VTN	88853069	NP_000629.3
533	9606	356	FASLG	4557329	NP_000630.1
534	9606	3598	IL13RA2	10834992	NP_000631.1
535	9606	3589	IL11	10834994	NP_000632.1
536	9606	178	AGL	116734857	NP_000635.2
536	6239	175091	agl-1	17535489	NP_496984.1
537	9606	729230	CCR2	183979982	NP_001116868.1
539	9606	6402	SELL	262206315	NP_000646.2
540	9606	7040	TGFB1	63025222	NP_000651.3
542	9606	18	ABAT	38679950	NP_000654.2
542	6239	177897	gta-1	17541228	NP_501862.1
543	9606	43	ACHE	4557239	NP_000656.1
543	6239	181706	ace-1	17548187	NP_510660.1
550	9606	140	ADORA3	4501953	NP_000668.1
551	9606	146	ADRA1D	4501957	NP_000669.1
553	9606	151	ADRA2B	33598960	NP_000673.2
553	6239	180714	dop-1	71987807	NP_001024579.1
554	9606	191	AHCY	9951915	NP_000678.1
554	6239	172408	ahcy-1	17506425	NP_491955.1
560	9606	239	ALOX12	154426292	NP_000688.2
561	9606	240	ALOX5	4502057	NP_000689.1
563	9606	301	ANXA1	4502101	NP_000691.1
564	9606	476	ATP1A1	21361181	NP_000692.2
568	9606	552	AVPR1A	4502331	NP_000697.1
568	6239	184471	F14F4.1	17551698	NP_510477.1
568	6239	188227	CELE_T07D10.2	17508933	NP_493193.1
569	9606	593	BCKDHA	11386135	NP_000700.1
569	6239	176716	Y39E4A.3	86563355	NP_001033376.1
570	9606	623	BDKRB1	20544172	NP_000701.2
572	9606	644	BLVRA	33589854	NP_000703.2
573	9606	645	BLVRB	4502419	NP_000704.1
574	9606	706	TSPO	375065827	NP_001243460.1
578	9606	776	CACNA1D	4502527	NP_000711.1
578	6239	177513	egl-19	71984932	NP_001023079.1
579	9606	781	CACNA2D1	54112390	NP_000713.2
582	9606	786	CACNG1	4502539	NP_000718.1
583	9606	885	CCK	4502605	NP_000720.1
585	9606	915	CD3D	4502669	NP_000723.1
586	9606	916	CD3E	4502671	NP_000724.1
587	9606	1081	CGA	356874784	NP_001239312.1
591	9606	1136	CHRNA3	19923122	NP_000734.2
592	9606	1137	CHRNA4	4502827	NP_000735.1
593	9606	1139	CHRNA7	4502831	NP_000737.1
593	6239	179235	acr-16	17557182	NP_505207.1
593	6239	3565563	acr-25	193206963	NP_001023570.2
593	6239	191599	acr-11	17505236	NP_491906.1
593	6239	191597	acr-9	71985145	NP_510285.2
593	6239	191601	acr-14	17531183	NP_495716.1
593	6239	191598	acr-10	392925765	NP_508692.2
593	6239	174262	acr-7	17531181	NP_495647.1
594	9606	1140	CHRNB1	41327726	NP_000738.2
595	9606	1141	CHRNB2	4502833	NP_000739.1
598	9606	1384	CRAT	21618331	NP_000746.2
598	6239	181682	B0395.3	17549962	NP_510624.1
599	9606	1392	CRH	4503041	NP_000747.1
600	9606	1437	CSF2	27437030	NP_000749.2
601	9606	1441	CSF3R	24496783	NP_724781.1
615	9606	1621	DBH	116534900	NP_000778.3
615	6239	181639	tbh-1	392928100	NP_001257264.1
616	9606	1633	DCK	4503269	NP_000779.1
618	9606	1644	DDC	4503281	NP_000781.1
620	9606	1733	DIO1	4557522	NP_000783.2
621	9606	1734	DIO2	55749998	NP_001007024.1
623	9606	1814	DRD3	89191861	NP_000787.2
623	6239	179347	dop-2	392919998	NP_001256127.1
624	9606	2056	EPO	62240997	NP_000790.2
625	9606	2246	FGF1	380748949	NP_001244139.1
627	9606	2350	FOLR2	166064050	NP_000794.3
628	9606	2520	GAST	4503923	NP_000796.1
629	9606	2554	GABRA1	38327554	NP_000797.2
631	9606	2557	GABRA4	34452723	NP_000800.2
633	9606	2562	GABRB3	4503867	NP_000805.1
633	6239	176691	gab-1	71996759	NP_499661.2
635	9606	2571	GAD1	58331246	NP_000808.2
635	6239	176713	unc-25	17555682	NP_499689.1
637	9606	2618	GART	4503915	NP_000810.1
637	6239	180935	F38B6.4	392926330	NP_509122.2
638	9606	2621	GAS6	4557617	NP_000811.1
639	9606	2677	GGCX	21361163	NP_000812.2
640	9606	2692	GHRHR	58530851	NP_000814.2
641	9606	2796	GNRH1	133908612	NP_001076580.1
645	9606	2903	GRIN2A	197313636	NP_001127879.1
646	9606	2904	GRIN2B	167003331	NP_000825.2
647	9606	2905	GRIN2C	55770854	NP_000826.2
648	9606	2906	GRIN2D	153946391	NP_000827.2
648	6239	180002	nmr-2	392922041	NP_001256640.1
649	9606	2911	GRM1	493798972	NP_001264993.1
651	9606	2913	GRM3	46358417	NP_000831.2
651	6239	191707	mgl-1	193211278	NP_001123193.1
654	9606	2918	GRM8	187960067	NP_000836.2
658	9606	2947	GSTM3	23065552	NP_000840.2
660	9606	2950	GSTP1	4504183	NP_000843.1
664	9606	2983	GUCY1B3	4504215	NP_000848.1
664	6239	179887	gcy-32	392921666	NP_506452.5
664	6239	173202	gcy-35	392887571	NP_001252131.1
664	6239	191657	gcy-36	86564713	NP_510557.3
664	6239	191656	gcy-34	17561810	NP_506319.1
664	6239	191658	gcy-37	71985505	NP_500171.2
665	9606	2987	GUK1	226874831	NP_001152862.1
665	6239	171963	guk-1	17508835	NP_491243.1
668	9606	3269	HRH1	149158709	NP_001091683.1
669	9606	3351	HTR1B	4504533	NP_000854.1
669	6239	180970	tyra-2	71986539	NP_001024521.1
671	9606	3359	HTR3A	253735700	NP_000860.2
673	9606	3362	HTR6	4504545	NP_000862.1
675	9606	3384	ICAM2	153082696	NP_000864.2
676	9606	3482	IGF2R	119964726	NP_000867.2
677	9606	3554	IL1R1	4504659	NP_000868.1
679	9606	3567	IL5	4504671	NP_000870.1
680	9606	3574	IL7	4504677	NP_000871.1
681	9606	3592	IL12A	24430219	NP_000873.2
685	9606	3694	ITGB6	538916664	NP_001269282.1
692	9606	4254	KITLG	4505175	NP_000890.1
693	9606	4256	MGP	49574514	NP_000891.2
694	6239	184926	nhr-141	71991365	NP_001023845.1
694	6239	187519	nhr-204	193208418	NP_503165.3
694	6239	180059	nhr-60	17562760	NP_506930.1
694	6239	191205	nhr-253	17566756	NP_503188.1
694	6239	191206	nhr-254	115534526	NP_503187.2
694	6239	191203	nhr-252	17566752	NP_503191.1
694	6239	191202	nhr-278	115534528	NP_503192.2
694	6239	183613	nhr-167	17551088	NP_510004.1
694	6239	188826	nhr-221	17564646	NP_503987.1
694	6239	182533	nhr-152	71983588	NP_504990.2
694	6239	188828	nhr-222	392918661	NP_503990.2
694	6239	185910	nhr-187	17561102	NP_504066.1
694	6239	185907	nhr-185	17561096	NP_504061.1
694	6239	178558	nhr-15	17562730	NP_503174.1
694	6239	185909	nhr-186	17561100	NP_504063.1
694	6239	185913	nhr-189	17561108	NP_504065.1
694	6239	185912	nhr-188	17561106	NP_504064.1
694	6239	180052	nhr-51	71998125	NP_506898.2
694	6239	182730	nhr-157	17558062	NP_504067.1
694	6239	182731	nhr-158	17558064	NP_504068.1
694	6239	182732	nhr-159	392918730	NP_504069.2
694	6239	186431	nhr-192	71996282	NP_505584.2
694	6239	182172	nhr-148	17557564	NP_504871.1
694	6239	182170	nhr-147	392919474	NP_504873.2
694	6239	182174	nhr-149	17557568	NP_504874.1
694	6239	180129	nhr-116	71988915	NP_507273.2
694	6239	185720	nhr-39	17560928	NP_505405.1
694	6239	183808	nhr-172	193207557	NP_504933.2
694	6239	183807	nhr-171	392919509	NP_504934.2
694	6239	187056	nhr-198	71998158	NP_506903.2
694	6239	187053	nhr-196	71998146	NP_506900.2
694	6239	187054	nhr-268	193208309	NP_506902.2
694	6239	353455	nhr-168	392921463	NP_001256501.1
694	6239	187660	nhr-206	17562950	NP_506033.1
694	6239	187662	nhr-208	72000101	NP_506034.2
694	6239	187661	nhr-207	17562952	NP_506035.1
694	6239	182565	nhr-154	133954748	NP_506037.2
694	6239	187663	nhr-209	212646489	NP_506036.2
694	6239	182564	nhr-153	17557864	NP_506038.1
694	6239	182566	nhr-136	115534678	NP_506039.2
694	6239	183862	nhr-173	392926324	NP_509119.4
694	6239	189569	nhr-233	17565358	NP_507191.1
694	6239	187055	nhr-197	17562230	NP_506901.1
694	6239	3565623	nhr-52	17562746	NP_506899.1
