CAEEL00226	ENSG00000099804	1:m	
CAEEL00226	ENSG00000107341	1:m	
CAEEL00227	ENSG00000164167	1:1	431789
CAEEL00229	ENSG00000057663	1:1	
CAEEL00230	ENSG00000171914	1:m	
CAEEL00230	ENSG00000137076	1:m	78256
CAEEL00231	ENSG00000165688	1:1	826957
CAEEL00232	ENSG00000117305	1:m	
CAEEL00232	ENSG00000146151	1:m	
CAEEL00247	ENSG00000159259	1:1	129119
CAEEL00251	ENSG00000131469	1:1	956832
CAEEL00252	ENSG00000088256	1:m	
CAEEL00252	ENSG00000156052	1:m	
CAEEL00255	ENSG00000156958	1:1	
CAEEL00274	ENSG00000136319	1:1	
CAEEL00275	ENSG00000177700	1:1	
CAEEL00278	ENSG00000137818	1:1	
CAEEL00279	ENSG00000166441	1:1	
CAEEL00280	ENSG00000167085	1:1	
CAEEL00281	ENSG00000134001	1:1	181580
CAEEL00282	ENSG00000185813	1:1	
CAEEL00286	ENSG00000138449	1:1	127049
CAEEL00287	ENSG00000132837	1:1	98310
CAEEL00298	ENSG00000277273	1:1	
CAEEL00299	ENSG00000278247	1:1	
CAEEL00302	ENSG00000167674	1:1	
CAEEL00303	ENSG00000175575	1:1	
CAEEL00305	ENSG00000171530	1:1	
CAEEL00306	ENSG00000180574	1:m	
CAEEL00306	ENSG00000130741	1:m	
CAEEL00308	ENSG00000104738	1:1	93726
CAEEL00321	ENSG00000105379	1:1	805166
CAEEL00322	ENSG00000255112	1:1	310149
CAEEL00326	ENSG00000162191	1:1	210904
CAEEL00332	ENSG00000263160	1:1	807292
CAEEL00333	ENSG00000131269	1:1	105206
CAEEL00335	ENSG00000084623	1:1	190513
CAEEL00336	ENSG00000178105	1:1	98855
CAEEL00337	ENSG00000164338	1:1	
CAEEL00353	ENSG00000130957	1:m	
CAEEL00353	ENSG00000165140	1:m	653372
CAEEL00355	ENSG00000166855	n:1	
CAEEL00357	ENSG00000119326	1:1	105115
CAEEL00361	ENSG00000278191	1:1	741026
CAEEL00370	ENSG00000101160	1:1	18681
CAEEL00376	ENSG00000126698	1:1	246781
CAEEL00378	ENSG00000143977	1:1	440765
CAEEL00379	ENSG00000115255	n:m	
CAEEL00379	ENSG00000129625	n:m	
CAEEL00380	ENSG00000144559	1:1	
CAEEL00382	ENSG00000166851	n:1	104933
CAEEL00383	ENSG00000165475	1:1	214964
CAEEL00392	ENSG00000184227	n:m	
CAEEL00392	ENSG00000119673	n:m	
CAEEL00392	ENSG00000177465	n:m	
CAEEL00392	ENSG00000276559	n:m	
CAEEL00409	ENSG00000198755	1:1	
CAEEL00412	ENSG00000166847	1:1	314857
CAEEL00413	ENSG00000115091	1:1	162675
CAEEL00416	ENSG00000122218	1:1	
CAEEL00419	ENSG00000143799	1:1	
CAEEL00421	ENSG00000066651	1:1	
CAEEL00422	ENSG00000124783	1:1	
CAEEL00423	ENSG00000132661	1:m	381976
CAEEL00423	ENSG00000101888	1:m	
CAEEL00424	ENSG00000136152	1:1	
CAEEL00430	ENSG00000102580	n:1	
CAEEL00433	ENSG00000169032	1:m	
CAEEL00433	ENSG00000126934	1:m	
CAEEL00436	ENSG00000141101	1:1	672165
CAEEL00438	ENSG00000166562	1:1	684086
CAEEL00439	ENSG00000168002	1:1	681651
CAEEL00440	ENSG00000101246	1:1	
CAEEL00441	ENSG00000108576	1:1	
CAEEL00443	ENSG00000197563	1:1	
CAEEL00444	ENSG00000162704	n:m	41256
CAEEL00444	ENSG00000136950	n:m	
CAEEL00446	ENSG00000124784	1:1	
CAEEL00447	ENSG00000101076	n:m	
CAEEL00447	ENSG00000164749	n:m	
CAEEL00455	ENSG00000136982	1:1	
CAEEL00459	ENSG00000158042	1:1	
CAEEL00460	ENSG00000130764	1:1	133705
CAEEL00461	ENSG00000104671	1:1	
CAEEL00462	ENSG00000197498	1:1	
CAEEL00470	ENSG00000091164	1:1	225480
CAEEL00475	ENSG00000055044	1:1	
CAEEL00477	ENSG00000091138	1:1	
CAEEL00480	ENSG00000114200	1:1	
CAEEL00481	ENSG00000136810	n:1	
CAEEL00482	ENSG00000198087	1:1	
CAEEL00498	ENSG00000116062	1:1	83264
CAEEL00500	ENSG00000141385	1:1	
CAEEL00502	ENSG00000121851	1:m	
CAEEL00502	ENSG00000113356	1:m	
CAEEL00503	ENSG00000168496	1:1	
CAEEL00506	ENSG00000113384	1:1	
CAEEL00507	ENSG00000108773	1:1	
CAEEL00508	ENSG00000080618	n:m	
CAEEL00508	ENSG00000153002	n:m	
CAEEL00508	ENSG00000163751	n:m	
CAEEL00508	ENSG00000165078	n:m	
CAEEL00511	ENSG00000179950	1:1	118917
CAEEL00530	ENSG00000167535	1:m	
CAEEL00530	ENSG00000067191	1:m	
CAEEL00530	ENSG00000182389	1:m	
CAEEL00534	ENSG00000138623	1:1	
CAEEL00535	ENSG00000167996	1:m	
CAEEL00535	ENSG00000181867	1:m	
CAEEL00536	ENSG00000167461	1:1	
CAEEL00539	ENSG00000095002	1:1	
CAEEL00540	ENSG00000136273	1:1	
CAEEL00555	ENSG00000163596	1:1	
CAEEL00558	ENSG00000179636	1:m	
CAEEL00558	ENSG00000159713	1:m	706630
CAEEL00558	ENSG00000171368	1:m	
CAEEL00559	ENSG00000167526	1:1	
CAEEL00560	ENSG00000276595	n:1	
CAEEL00561	ENSG00000093144	1:1	
CAEEL00564	ENSG00000024048	1:1	
CAEEL00566	ENSG00000104388	1:1	261073
CAEEL00567	ENSG00000143158	1:1	
CAEEL00568	ENSG00000160055	1:1	
CAEEL00574	ENSG00000029639	1:1	1116
CAEEL00575	ENSG00000143774	1:1	279384
CAEEL00577	ENSG00000102144	1:1	162600
CAEEL00578	ENSG00000167113	1:1	653517
CAEEL00580	ENSG00000081307	1:1	
CAEEL00581	ENSG00000204070	1:1	817307
CAEEL00582	ENSG00000076924	1:1	88636
CAEEL00592	ENSG00000126067	1:1	
CAEEL00605	ENSG00000143851	1:1	
CAEEL00607	ENSG00000170293	1:1	
CAEEL00609	ENSG00000090861	1:1	
CAEEL00612	ENSG00000160145	1:m	
CAEEL00612	ENSG00000038382	1:m	
CAEEL00615	ENSG00000154358	1:1	77888
CAEEL00617	ENSG00000108684	n:m	
CAEEL00617	ENSG00000256394	n:m	
CAEEL00617	ENSG00000213199	n:m	
CAEEL00620	ENSG00000157456	n:1	
CAEEL00624	ENSG00000101882	1:1	
CAEEL00625	ENSG00000087087	1:1	
CAEEL00626	ENSG00000134146	1:1	
CAEEL00627	ENSG00000135334	1:1	671456
CAEEL00628	ENSG00000023909	1:1	909119
CAEEL00629	ENSG00000005421	n:m	
CAEEL00629	ENSG00000105852	n:m	
CAEEL00629	ENSG00000105854	n:m	
CAEEL00630	ENSG00000005421	n:m	
CAEEL00630	ENSG00000105852	n:m	
CAEEL00630	ENSG00000105854	n:m	
CAEEL00643	ENSG00000103035	1:1	208696
CAEEL00644	ENSG00000132581	1:m	47646
CAEEL00644	ENSG00000128228	1:m	
CAEEL00646	ENSG00000076321	1:1	116967
CAEEL00649	ENSG00000060688	n:1	
CAEEL00653	ENSG00000066117	n:m	
CAEEL00653	ENSG00000108604	n:m	
CAEEL00653	ENSG00000082014	n:m	
CAEEL00659	ENSG00000213965	1:1	
CAEEL00660	ENSG00000182473	1:1	
CAEEL00666	ENSG00000132603	1:1	
CAEEL00667	ENSG00000094804	1:1	
CAEEL00673	ENSG00000144591	1:1	159826
CAEEL00678	ENSG00000164951	1:1	
CAEEL00680	ENSG00000164258	1:1	53497
CAEEL00682	ENSG00000166479	1:1	165530
CAEEL00683	ENSG00000068784	1:1	
CAEEL00684	ENSG00000197102	1:1	
CAEEL00691	ENSG00000147677	1:1	644393
CAEEL00692	ENSG00000167136	1:1	218080
CAEEL00700	ENSG00000159899	1:1	
CAEEL00704	ENSG00000145860	1:1	112288
CAEEL00707	ENSG00000169925	1:m	
CAEEL00707	ENSG00000234704	1:m	
CAEEL00707	ENSG00000235307	1:m	
CAEEL00721	ENSG00000176142	1:1	
CAEEL00722	ENSG00000124614	1:1	
CAEEL00723	ENSG00000114391	1:1	
CAEEL00728	ENSG00000156304	1:1	
CAEEL00729	ENSG00000145088	1:1	
CAEEL00731	ENSG00000120526	1:1	
CAEEL00733	ENSG00000138385	1:1	
CAEEL00734	ENSG00000155368	1:1	
CAEEL00738	ENSG00000174444	1:1	178901
CAEEL00740	ENSG00000115084	1:1	
CAEEL00741	ENSG00000150787	1:1	67417
CAEEL00746	ENSG00000140600	1:m	198705
CAEEL00746	ENSG00000141985	1:m	
CAEEL00746	ENSG00000107295	1:m	
CAEEL00749	ENSG00000132664	1:1	
CAEEL00758	ENSG00000242366	n:m	
CAEEL00758	ENSG00000242515	n:m	
CAEEL00758	ENSG00000241119	n:m	
CAEEL00758	ENSG00000244122	n:m	
CAEEL00758	ENSG00000167165	n:m	
CAEEL00758	ENSG00000240224	n:m	
CAEEL00758	ENSG00000244474	n:m	
CAEEL00758	ENSG00000243135	n:m	
CAEEL00758	ENSG00000213759	n:m	
CAEEL00758	ENSG00000171234	n:m	
CAEEL00758	ENSG00000156096	n:m	
CAEEL00758	ENSG00000271271	n:m	
CAEEL00758	ENSG00000174607	n:m	
CAEEL00758	ENSG00000278216	n:m	
CAEEL00761	ENSG00000167965	1:1	
CAEEL00762	ENSG00000067900	1:m	
CAEEL00762	ENSG00000134318	1:m	
CAEEL00763	ENSG00000136059	1:1	
CAEEL00768	ENSG00000249915	1:1	280336
CAEEL00772	ENSG00000138018	1:1	
CAEEL00779	ENSG00000160209	1:1	
CAEEL00785	ENSG00000116237	n:1	
CAEEL00790	ENSG00000108424	1:1	
CAEEL00792	ENSG00000155189	1:1	
CAEEL00794	ENSG00000151240	1:m	79675
CAEEL00794	ENSG00000066084	1:m	
CAEEL00794	ENSG00000160305	1:m	
CAEEL00797	ENSG00000072501	1:1	84013
CAEEL00801	ENSG00000108039	1:1	104826
CAEEL00806	ENSG00000158006	n:m	
CAEEL00806	ENSG00000146070	n:m	
CAEEL00808	ENSG00000196659	1:m	112527
CAEEL00808	ENSG00000197557	1:m	
CAEEL00810	ENSG00000236765	1:m	
CAEEL00810	ENSG00000234798	1:m	
CAEEL00819	ENSG00000162704	n:m	
CAEEL00819	ENSG00000136950	n:m	
CAEEL00826	ENSG00000135723	1:m	
CAEEL00826	ENSG00000134775	1:m	
CAEEL00827	ENSG00000159720	1:1	681426
CAEEL00830	ENSG00000109083	1:1	
CAEEL00832	ENSG00000110172	1:1	
CAEEL00833	ENSG00000041357	1:1	244823
CAEEL00834	ENSG00000053501	1:1	
CAEEL00838	ENSG00000070061	1:1	
CAEEL00839	ENSG00000120008	1:1	
CAEEL00840	ENSG00000196510	1:1	
CAEEL00841	ENSG00000275885	1:1	133963
CAEEL00843	ENSG00000123836	n:m	118737
CAEEL00843	ENSG00000170525	n:m	
CAEEL00843	ENSG00000114268	n:m	
CAEEL00843	ENSG00000158571	n:m	
CAEEL00844	ENSG00000087053	1:m	
CAEEL00844	ENSG00000171100	1:m	
CAEEL00844	ENSG00000063601	1:m	
CAEEL00845	ENSG00000176890	1:1	2317
CAEEL00846	ENSG00000120903	1:1	
CAEEL00856	ENSG00000112541	1:1	
CAEEL00862	ENSG00000198793	1:1	
CAEEL00870	ENSG00000188603	n:1	
CAEEL00873	ENSG00000137710	1:m	
CAEEL00873	ENSG00000092820	1:m	
CAEEL00873	ENSG00000147065	1:m	
CAEEL00875	ENSG00000117713	1:m	
CAEEL00875	ENSG00000049618	1:m	
CAEEL00886	ENSG00000129354	1:1	
CAEEL00888	ENSG00000135372	1:1	88491
CAEEL00889	ENSG00000135437	n:m	
CAEEL00889	ENSG00000025423	n:m	
CAEEL00889	ENSG00000170426	n:m	
CAEEL00889	ENSG00000139547	n:m	
CAEEL00889	ENSG00000073737	n:m	
CAEEL00891	ENSG00000143398	1:m	
CAEEL00891	ENSG00000107242	1:m	
CAEEL00895	ENSG00000158246	1:m	
CAEEL00895	ENSG00000183508	1:m	
CAEEL00895	ENSG00000174016	1:m	
CAEEL00901	ENSG00000148459	1:1	
CAEEL00902	ENSG00000023318	1:1	181446
CAEEL00903	ENSG00000253797	1:m	
CAEEL00903	ENSG00000156697	1:m	
CAEEL00906	ENSG00000241837	1:1	294876
CAEEL00914	ENSG00000005100	1:1	
CAEEL00916	ENSG00000108298	1:1	280700
CAEEL00921	ENSG00000119686	1:1	
CAEEL00922	ENSG00000143314	1:1	
CAEEL00923	ENSG00000133195	1:1	220432
CAEEL00931	ENSG00000164329	1:1	
CAEEL00933	ENSG00000145087	1:m	
CAEEL00933	ENSG00000164506	1:m	
CAEEL00940	ENSG00000233450	1:1	
CAEEL00941	ENSG00000132792	1:1	
CAEEL00942	ENSG00000116237	n:1	
CAEEL00946	ENSG00000198258	1:1	775834
CAEEL00947	ENSG00000136888	1:m	
CAEEL00947	ENSG00000234920	1:m	705925
CAEEL00952	ENSG00000174173	1:1	
CAEEL00954	ENSG00000145725	1:1	
CAEEL00958	ENSG00000275464	1:m	
CAEEL00958	ENSG00000241945	1:m	92863
CAEEL00959	ENSG00000138433	1:1	123308
CAEEL00960	ENSG00000138442	1:1	
CAEEL00963	ENSG00000276595	n:1	
CAEEL00967	ENSG00000120675	1:m	
CAEEL00967	ENSG00000205981	1:m	
CAEEL00968	ENSG00000198931	1:1	
CAEEL00969	ENSG00000067141	1:m	
CAEEL00969	ENSG00000187323	1:m	
CAEEL00970	ENSG00000196313	1:m	
CAEEL00970	ENSG00000272391	1:m	
CAEEL00971	ENSG00000145730	1:1	
CAEEL00977	ENSG00000165916	1:1	
CAEEL00978	ENSG00000130347	1:1	
CAEEL00979	ENSG00000140323	1:1	
CAEEL00990	ENSG00000149823	1:1	103887
CAEEL00991	ENSG00000103479	1:m	
CAEEL00991	ENSG00000080839	1:m	
CAEEL00995	ENSG00000166123	1:m	
CAEEL00995	ENSG00000167701	1:m	140487
CAEEL00996	ENSG00000117859	1:1	
CAEEL01005	ENSG00000197858	1:1	
CAEEL01006	ENSG00000153786	1:m	
CAEEL01006	ENSG00000163812	1:m	218047
CAEEL01006	ENSG00000280674	1:m	
CAEEL01007	ENSG00000141543	n:1	
CAEEL01011	ENSG00000005471	1:1	
CAEEL01014	ENSG00000136738	1:m	
CAEEL01014	ENSG00000115145	1:m	
CAEEL01015	ENSG00000179832	1:1	57050
CAEEL01016	ENSG00000143631	1:1	
CAEEL01017	ENSG00000142751	1:1	648665
CAEEL01018	ENSG00000178999	1:m	
CAEEL01018	ENSG00000105146	1:m	
CAEEL01018	ENSG00000087586	1:m	
CAEEL01028	ENSG00000145451	n:m	
CAEEL01028	ENSG00000145888	n:m	
CAEEL01028	ENSG00000101958	n:m	
CAEEL01028	ENSG00000188828	n:m	
CAEEL01034	ENSG00000077463	1:1	191245
CAEEL01035	ENSG00000163157	1:m	
CAEEL01035	ENSG00000128872	1:m	
CAEEL01035	ENSG00000138594	1:m	
CAEEL01035	ENSG00000136842	1:m	
CAEEL01041	ENSG00000166200	1:1	147532
CAEEL01044	ENSG00000078142	1:1	
CAEEL01051	ENSG00000166233	1:1	
CAEEL01056	ENSG00000150967	1:1	
CAEEL01062	ENSG00000174891	n:1	
CAEEL01063	ENSG00000204179	1:1	
CAEEL01068	ENSG00000111667	1:1	91881
CAEEL01081	ENSG00000113492	1:1	144823
CAEEL01084	ENSG00000104980	1:1	
CAEEL01085	ENSG00000103266	1:1	
CAEEL01088	ENSG00000164961	1:1	
CAEEL01092	ENSG00000184227	n:m	199757
CAEEL01092	ENSG00000119673	n:m	
CAEEL01092	ENSG00000177465	n:m	
CAEEL01092	ENSG00000276559	n:m	
CAEEL01093	ENSG00000084754	1:1	
CAEEL01094	ENSG00000214026	1:m	350784
CAEEL01094	ENSG00000276345	1:m	
CAEEL01095	ENSG00000179115	1:1	
CAEEL01098	ENSG00000003756	1:m	
CAEEL01098	ENSG00000182872	1:m	
CAEEL01099	ENSG00000182774	1:m	
CAEEL01099	ENSG00000278229	1:m	708386
CAEEL01106	ENSG00000173546	1:1	
CAEEL01108	ENSG00000186417	n:1	
CAEEL01110	ENSG00000129460	1:1	
CAEEL01116	ENSG00000174891	n:1	
CAEEL01129	ENSG00000165119	1:1	
CAEEL01135	ENSG00000115257	1:1	
CAEEL01140	ENSG00000009780	1:m	
CAEEL01140	ENSG00000077458	1:m	
CAEEL01149	ENSG00000178075	1:1	
CAEEL01151	ENSG00000114125	1:1	404705
CAEEL01152	ENSG00000136937	1:1	57817
CAEEL01157	ENSG00000132182	1:1	
CAEEL01159	ENSG00000084733	1:1	
CAEEL01161	ENSG00000196177	n:1	
CAEEL01166	ENSG00000085433	1:1	94244
CAEEL01168	ENSG00000138231	1:1	
CAEEL01169	ENSG00000130772	1:1	
CAEEL01170	ENSG00000105176	1:1	
CAEEL01174	ENSG00000167889	1:m	
CAEEL01174	ENSG00000152127	1:m	
CAEEL01176	ENSG00000142156	1:1	
CAEEL01186	ENSG00000196177	n:1	
CAEEL01187	ENSG00000146109	1:1	
CAEEL01190	ENSG00000129562	1:1	
CAEEL01191	ENSG00000118094	n:1	
CAEEL01193	ENSG00000166557	1:m	
CAEEL01193	ENSG00000134970	1:m	643756
CAEEL01203	ENSG00000204178	1:1	
CAEEL01215	ENSG00000168078	1:1	
CAEEL01226	ENSG00000164124	n:1	
CAEEL01228	ENSG00000121769	n:m	
CAEEL01228	ENSG00000164434	n:m	
CAEEL01228	ENSG00000147588	n:m	
CAEEL01228	ENSG00000205186	n:m	
CAEEL01229	ENSG00000151729	1:1	
CAEEL01230	ENSG00000170323	1:1	
CAEEL01232	ENSG00000102967	1:1	
CAEEL01233	ENSG00000103018	1:m	
CAEEL01233	ENSG00000166347	1:m	
CAEEL01239	ENSG00000117906	1:1	
CAEEL01245	ENSG00000139160	1:1	272808
CAEEL01246	ENSG00000177600	1:1	
CAEEL01253	ENSG00000189091	1:1	
CAEEL01255	ENSG00000101444	1:1	
CAEEL01256	ENSG00000142002	1:1	
CAEEL01259	ENSG00000174450	1:1	
CAEEL01260	ENSG00000099817	1:1	
CAEEL01261	ENSG00000183258	1:1	108876
CAEEL01273	ENSG00000177971	1:1	
CAEEL01274	ENSG00000122507	1:1	
CAEEL01278	ENSG00000100422	1:1	
CAEEL01281	ENSG00000126106	n:1	
CAEEL01283	ENSG00000166228	1:1	
CAEEL01290	ENSG00000174417	1:1	
CAEEL01293	ENSG00000100003	1:m	
CAEEL01293	ENSG00000100012	1:m	
CAEEL01293	ENSG00000133488	1:m	
CAEEL01294	ENSG00000173575	1:1	
CAEEL01295	ENSG00000167004	1:1	148609
CAEEL01297	ENSG00000180035	1:1	
CAEEL01307	ENSG00000134440	1:1	130232
CAEEL01308	ENSG00000145494	1:1	
CAEEL01315	ENSG00000140297	n:m	
CAEEL01315	ENSG00000111846	n:m	
CAEEL01315	ENSG00000187210	n:m	
CAEEL01316	ENSG00000140297	n:m	
CAEEL01316	ENSG00000111846	n:m	
CAEEL01316	ENSG00000187210	n:m	
CAEEL01326	ENSG00000136936	1:1	
CAEEL01335	ENSG00000103066	1:1	
CAEEL01343	ENSG00000166164	1:1	
CAEEL01348	ENSG00000147647	n:1	
CAEEL01350	ENSG00000156795	1:1	
CAEEL01351	ENSG00000239900	1:1	147632
CAEEL01359	ENSG00000169567	1:1	
CAEEL01361	ENSG00000206283	1:1	766706
CAEEL01367	ENSG00000146425	1:m	
CAEEL01367	ENSG00000165169	1:m	
CAEEL01369	ENSG00000133731	1:1	226783
CAEEL01370	ENSG00000277033	1:1	210698
CAEEL01371	ENSG00000160785	1:1	
CAEEL01372	ENSG00000172172	1:1	786889
CAEEL01378	ENSG00000069966	1:1	187739
CAEEL01382	ENSG00000140905	n:1	
CAEEL01386	ENSG00000138760	n:1	
CAEEL01399	ENSG00000011376	1:1	95439
CAEEL01402	ENSG00000108684	n:m	
CAEEL01402	ENSG00000256394	n:m	
CAEEL01402	ENSG00000213199	n:m	
CAEEL01407	ENSG00000163939	1:1	80283
CAEEL01413	ENSG00000087258	1:1	189548
CAEEL01417	ENSG00000281665	1:1	
CAEEL01419	ENSG00000169251	1:1	
CAEEL01420	ENSG00000115159	1:1	102571
CAEEL01421	ENSG00000117643	n:m	
CAEEL01421	ENSG00000198162	n:m	
CAEEL01421	ENSG00000111885	n:m	
CAEEL01422	ENSG00000166855	n:1	
CAEEL01424	ENSG00000099795	1:1	880516
CAEEL01425	ENSG00000124370	1:1	782575
CAEEL01427	ENSG00000184571	1:m	
CAEEL01427	ENSG00000275051	1:m	
CAEEL01431	ENSG00000100897	1:1	
CAEEL01433	ENSG00000081479	1:1	77724
CAEEL01435	ENSG00000118961	n:1	49073
CAEEL01436	ENSG00000114503	1:1	318491
CAEEL01442	ENSG00000133114	1:1	
CAEEL01444	ENSG00000009844	1:1	205752
CAEEL01448	ENSG00000136819	1:1	
CAEEL01454	ENSG00000140374	1:1	185182
CAEEL01456	ENSG00000213064	1:m	
CAEEL01456	ENSG00000198818	1:m	
CAEEL01457	ENSG00000065548	1:1	651083
CAEEL01458	ENSG00000083123	1:1	173215
CAEEL01462	ENSG00000276262	1:1	
CAEEL01467	ENSG00000105185	1:1	
CAEEL01471	ENSG00000135423	n:m	
CAEEL01471	ENSG00000115419	n:m	
CAEEL01475	ENSG00000122390	1:1	
CAEEL01477	ENSG00000148835	1:1	102755
CAEEL01485	ENSG00000187231	1:1	99106
CAEEL01486	ENSG00000185551	1:m	
CAEEL01486	ENSG00000160113	1:m	
CAEEL01486	ENSG00000175745	1:m	
CAEEL01492	ENSG00000278787	1:1	
CAEEL01494	ENSG00000101464	1:1	
CAEEL01502	ENSG00000118873	1:1	
CAEEL01510	ENSG00000162302	1:m	
CAEEL01510	ENSG00000100784	1:m	96775
CAEEL01511	ENSG00000164074	1:1	
CAEEL01513	ENSG00000179091	1:1	
CAEEL01516	ENSG00000136379	1:m	
CAEEL01516	ENSG00000129968	1:m	
CAEEL01516	ENSG00000107362	1:m	
CAEEL01519	ENSG00000011009	1:m	
CAEEL01519	ENSG00000120992	1:m	
CAEEL01521	ENSG00000103043	1:1	
CAEEL01528	ENSG00000187240	1:1	
CAEEL01529	ENSG00000138246	1:1	51956
CAEEL01531	ENSG00000267041	1:1	
CAEEL01533	ENSG00000129933	1:1	
CAEEL01535	ENSG00000111319	1:m	
CAEEL01535	ENSG00000166828	1:m	
CAEEL01543	ENSG00000105642	1:m	
CAEEL01543	ENSG00000080709	1:m	
CAEEL01551	ENSG00000001631	1:1	
CAEEL01556	ENSG00000197296	1:1	50695
CAEEL01557	ENSG00000048162	1:1	
CAEEL01561	ENSG00000125149	1:1	
CAEEL01563	ENSG00000224774	1:1	
CAEEL01564	ENSG00000125450	1:1	
CAEEL01565	ENSG00000186625	1:1	
CAEEL01566	ENSG00000050438	1:m	
CAEEL01566	ENSG00000144290	1:m	
CAEEL01566	ENSG00000033867	1:m	
CAEEL01569	ENSG00000047188	1:1	
CAEEL01571	ENSG00000198242	n:1	
CAEEL01574	ENSG00000112367	1:1	
CAEEL01578	ENSG00000141556	1:1	48181
CAEEL01580	ENSG00000122490	1:1	
CAEEL01582	ENSG00000134697	1:1	
CAEEL01583	ENSG00000205423	1:1	679935
CAEEL01588	ENSG00000102575	1:1	
CAEEL01589	ENSG00000127511	1:1	
CAEEL01592	ENSG00000254986	1:1	
CAEEL01593	ENSG00000112096	1:1	
CAEEL01610	ENSG00000096401	1:1	87346
CAEEL01612	ENSG00000138073	1:1	171026
CAEEL01625	ENSG00000167720	1:1	
CAEEL01626	ENSG00000071242	1:m	
CAEEL01626	ENSG00000177189	1:m	
CAEEL01626	ENSG00000072133	1:m	
CAEEL01628	ENSG00000102898	1:1	359238
CAEEL01629	ENSG00000168701	1:1	
